"493174","-106.95896322","37.06107283","8001"," "," ","Cr","542"," ","",""," ","8001 Cr 542 ","Archuleta","","Archuleta"
"493175","-107.46671124","37.03984884","3115"," "," ","Cr","973"," ","",""," ","3115 Cr 973 ","Archuleta","","Archuleta"
"493176","-107.4777335","37.05550158","3035"," "," ","Cr","988"," ","",""," ","3035 Cr 988 ","Archuleta","","Archuleta"
"493177","-107.48073696","37.05495209","2993"," "," ","Cr","988"," ","",""," ","2993 Cr 988 ","Archuleta","","Archuleta"
"493178","-106.95686466","37.06431534","8000"," "," ","Cr","542"," ","",""," ","8000 Cr 542 ","Archuleta","","Archuleta"
"493179","-107.40898935","37.06772429","14471"," "," ","St Hwy","151"," ","",""," ","14471 St Hwy 151 ","Archuleta","","Archuleta"
"493180","-106.98567751","37.0682989","122"," "," ","Cr","542"," ","",""," ","122 Cr 542 ","Archuleta","","Archuleta"
"493181","-107.41264932","37.06365366","14775"," "," ","St Hwy","151"," ","",""," ","14775 St Hwy 151 ","Archuleta","","Archuleta"
"493182","-107.41268688","37.06551509","14705"," "," ","St Hwy","151"," ","",""," ","14705 St Hwy 151 ","Archuleta","","Archuleta"
"493183","-106.98001249","37.07251028","735"," "," ","Cr","542"," ","",""," ","735 Cr 542 ","Archuleta","","Archuleta"
"493184","-107.41066404","37.06553478","14643"," "," ","St Hwy","151"," ","",""," ","14643 St Hwy 151 ","Archuleta","","Archuleta"
"493185","-107.4114206","37.06627071","14647"," "," ","St Hwy","151"," ","",""," ","14647 St Hwy 151 ","Archuleta","","Archuleta"
"493186","-107.40070611","37.07759868","13750"," "," ","St Hwy","151"," ","",""," ","13750 St Hwy 151 ","Archuleta","","Archuleta"
"493187","-107.40181351","37.08782391","12845"," "," ","St Hwy","151"," ","",""," ","12845 St Hwy 151 ","Archuleta","","Archuleta"
"493188","-107.18087004","37.1027393","11000"," "," ","Cr","700"," ","",""," ","11000 Cr 700 ","Archuleta","","Archuleta"
"493189","-107.1816773","37.10500425","10979"," "," ","Cr","700"," ","",""," ","10979 Cr 700 ","Archuleta","","Archuleta"
"493190","-107.38952546","37.11035427","11501","A"," ","St Hwy","151"," ","",""," ","11501 A St Hwy 151 ","Archuleta","","Archuleta"
"493191","-107.0116733","37.13772974","4951"," "," ","Cr","335"," ","",""," ","4951 Cr 335 ","Archuleta","","Archuleta"
