"30544","-104.47397535","37.17646691","225"," "," "," ","Corundum","Road"," ",""," ","225 Corundum Road ","","81082","Las Animas"
"30545","-104.47308354","37.17545056","217"," "," "," ","Corundum","Road"," ",""," ","217 Corundum Road ","","81082","Las Animas"
"30546","-104.47376419","37.17622187","223"," "," "," ","Corundum","Road"," ",""," ","223 Corundum Road ","","81082","Las Animas"
"30547","-104.47420774","37.17863854","305"," "," "," ","Corundum","Road"," ",""," ","305 Corundum Road ","","81082","Las Animas"
"30548","-104.474536","37.17740762","345"," "," "," ","Garrett","Drive"," ",""," ","345 Garrett Drive ","","81082","Las Animas"
"30550","-104.47573364","37.18426665","308"," "," "," ","Garrett","Drive"," ",""," ","308 Garrett Drive ","","81082","Las Animas"
"30551","-104.47569438","37.17973878","330"," "," "," ","Garrett","Drive"," ",""," ","330 Garrett Drive ","","81082","Las Animas"
"30552","-104.47551574","37.17929375","332"," "," "," ","Garrett","Drive"," ",""," ","332 Garrett Drive ","","81082","Las Animas"
"30553","-104.47621553","37.17910678","331"," "," "," ","Garrett","Drive"," ",""," ","331 Garrett Drive ","","81082","Las Animas"
"30554","-104.47532155","37.17846236","336"," "," "," ","Garrett","Drive"," ",""," ","336 Garrett Drive ","","81082","Las Animas"
"30555","-104.4756803","37.18098319","324"," "," "," ","Garrett","Drive"," ",""," ","324 Garrett Drive ","","81082","Las Animas"
"30556","-104.6334005","37.11311909","8300"," "," "," ","Adobe Ranch","Road"," ",""," ","8300 Adobe Ranch Road ","","81091","Las Animas"
"30557","-104.60956025","37.11287859","30102"," "," ","Cr","18.3"," "," ",""," ","30102 Cr 18.3 ","","81091","Las Animas"
"30558","-104.47520998","37.18333938","312"," "," "," ","Garrett","Drive"," ",""," ","312 Garrett Drive ","","81082","Las Animas"
"30559","-104.47512776","37.18281653","314"," "," "," ","Garrett","Drive"," ",""," ","314 Garrett Drive ","","81082","Las Animas"
"30560","-104.47604845","37.1815157","325"," "," "," ","Garrett","Drive"," ",""," ","325 Garrett Drive ","","81082","Las Animas"
