"1896697","-104.72733624","40.43043325","2835",""," "," ","4Th","Street"," ",""," ","2835 4Th Street ","Greeley","80631","Weld"
"1896698","-104.77072665","40.43105336","5517",""," "," ","3Rd","Street"," ",""," ","5517 3Rd Street ","Greeley","80634","Weld"
"1896699","-104.73658081","40.43027568","3529",""," "," ","4Th","Street"," ",""," ","3529 4Th Street ","Greeley","80634","Weld"
"1896700","-104.78087889","40.43110797","297",""," "," ","63Rd","Avenue"," ",""," ","297 63Rd Avenue ","Greeley","80634","Weld"
"1896701","-104.73287239","40.43085368","369",""," "," ","34Th","Avenue"," ",""," ","369 34Th Avenue ","Greeley","80631","Weld"
"1896702","-104.75032689","40.43090925","4339",""," "," ","3Rd","Street"," ",""," ","4339 3Rd Street ","Greeley","80634","Weld"
"1896703","-104.73310185","40.4308809","3419",""," "," ","3Rd Street","Road"," ",""," ","3419 3Rd Street Road ","Greeley","80631","Weld"
"1896704","-104.76824836","40.43109504","307",""," "," ","53Rd Avenue","Court"," ",""," ","307 53Rd Avenue Court ","Greeley","80634","Weld"
"1896705","-104.75771875","40.43102614","228",""," "," ","48Th Avenue","Court"," ",""," ","228 48Th Avenue Court ","Greeley","80634","Weld"
"1896706","-104.73334942","40.43087158","3429",""," "," ","3Rd Street","Road"," ",""," ","3429 3Rd Street Road ","Greeley","80631","Weld"
"1896707","-104.73364699","40.43076905","3439",""," "," ","3Rd Street","Road"," ",""," ","3439 3Rd Street Road ","Greeley","80631","Weld"
"1896708","-104.70498262","40.43073322","237",""," "," ","16Th","Avenue"," ",""," ","237 16Th Avenue ","Greeley","80631","Weld"
"1896709","-104.70692421","40.43069652","327",""," "," ","17Th","Avenue"," ",""," ","327 17Th Avenue ","Greeley","80631","Weld"
"1896710","-104.75062628","40.4308845","4343",""," "," ","3Rd","Street"," ",""," ","4343 3Rd Street ","Greeley","80634","Weld"
"1896711","-104.75952002","40.43100943","4908",""," "," ","2Nd Street","Road"," ",""," ","4908 2Nd Street Road ","Greeley","80634","Weld"
"1896712","-104.75929566","40.43099094","4902",""," "," ","2Nd Street","Road"," ",""," ","4902 2Nd Street Road ","Greeley","80634","Weld"
"1896713","-104.77198559","40.4310815","216",""," "," ","57Th","Avenue"," ",""," ","216 57Th Avenue ","Greeley","80634","Weld"
"1896714","-104.75730587","40.43101806","231",""," "," ","48Th","Avenue"," ",""," ","231 48Th Avenue ","Greeley","80634","Weld"
"1896715","-104.76113851","40.4310165","4966",""," "," ","2Nd Street","Road"," ",""," ","4966 2Nd Street Road ","Greeley","80634","Weld"
"1896716","-104.71339239","40.430702","317",""," "," ","21St Avenue","Place"," ",""," ","317 21St Avenue Place ","Greeley","80631","Weld"
"1896717","-104.74882639","40.43092989","286",""," "," ","43Rd Avenue","Court"," ",""," ","286 43Rd Avenue Court ","Greeley","80634","Weld"
"1896718","-104.76137289","40.43101413","4976",""," "," ","2Nd Street","Road"," ",""," ","4976 2Nd Street Road ","Greeley","80634","Weld"
"1896719","-104.76163996","40.43101779","4986",""," "," ","2Nd Street","Road"," ",""," ","4986 2Nd Street Road ","Greeley","80634","Weld"
"1896720","-104.76186081","40.43098264","280",""," "," ","50Th","Avenue"," ",""," ","280 50Th Avenue ","Greeley","80634","Weld"
"1896721","-104.71632178","40.43079138","314",""," "," ","23Rd Avenue","Court"," ",""," ","314 23Rd Avenue Court ","Greeley","80631","Weld"
"1896722","-104.69115081","40.43050162","321",""," "," ","8Th","Avenue"," ",""," ","321 8Th Avenue ","Greeley","80631","Weld"
"1896723","-104.6932719","40.43027311","913",""," "," ","4Th","Street"," ",""," ","913 4Th Street ","Greeley","80631","Weld"
"1896724","-104.69154509","40.43020609","813",""," "," ","4Th","Street"," ",""," ","813 4Th Street ","Greeley","80631","Weld"
