540072,013-002700-091326,NULL,-105.25829570,39.96849457,2700,NULL, ,NULL,Lafayette, ,NULL, , ,2700 Lafayette ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CA00CB0EA87505AC038CF45A1F7FB4340
540073,013-000637-091327,NULL,-105.28758727,40.01877340,637,NULL, ,NULL,Pine, ,NULL, , ,637 Pine ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CF81173D467525AC000D0B52A67024440
540074,013-002615-091328,NULL,-105.26152856,40.02531435,2615,NULL, ,NULL,Mapleton, ,NULL, , ,2615 Mapleton ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C60564DE2BC505AC0186C33803D034440
540075,013-007742-091329,NULL,-105.17172887,40.06015810,7742,NULL, ,NULL,Essex, ,NULL, , ,7742 Essex , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CF4661A9BFD4A5AC04031BA42B3074440
540076,013-001380-091330,NULL,-105.28026408,40.04984548,1380,NULL, ,NULL,Riverside, ,NULL, , ,1380 Riverside ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CDC88C1D8EF515AC058AB375661064440
540077,013-000370-091331,NULL,-105.29208846,40.01271645,370,NULL, ,NULL,Arapahoe, ,NULL, , ,370 Arapahoe ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C2CE2CC93B1525AC0C8494EB1A0014440
540078,013-000390-091332,NULL,-105.29188200,40.03269556,390,NULL, ,NULL,Forest, ,NULL, , ,390 Forest ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C1CC7D231AE525AC058763C5E2F044440
540079,013-005232-091333,NULL,-105.22924152,40.00839959,5232,NULL, ,NULL,Gallatin, ,NULL, , ,5232 Gallatin ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C20E5A0E4AB4E5AC0D0C3E63C13014440
540080,013-005037-091334,NULL,-105.23590038,40.02942948,5037,NULL, ,NULL,Valmont, ,NULL, , ,5037 Valmont ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C3499ECFD184F5AC0F8EB5C58C4034440
540081,013-002853-091335,NULL,-105.25656826,40.04343973,2853,NULL, ,NULL,Nebrina, ,NULL, , ,2853 Nebrina , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD09E499D6B505AC04870E66E8F054440
