"973626","-105.02666938","39.53472647","9983"," "," ","","Deer Creek","Street"," ",""," ","9983 Deer Creek Street ","Highlands Ranch","80129","Douglas"
"973627","-105.02456554","39.53465818","2956"," "," ","","Deer Creek","Place"," ",""," ","2956 Deer Creek Place ","Highlands Ranch","80129","Douglas"
"973628","-104.96233806","39.53434435","2323"," "," ","","Stratford","Court"," ",""," ","2323 Stratford Court ","Highlands Ranch","80126","Douglas"
"973629","-104.80981421","39.53355485","15561"," "," ","","Rockmont","Court"," ",""," ","15561 Rockmont Court ","Parker","80134","Douglas"
"973630","-104.93028251","39.53425822","4941"," "," ","","Tarcoola","Lane"," ",""," ","4941 Tarcoola Lane ","Highlands Ranch","80130","Douglas"
"973631","-104.98719254","39.53452581","10047"," "," ","","Sylvestor","Road"," ",""," ","10047 Sylvestor Road ","Highlands Ranch","80129","Douglas"
"973632","-104.90318125","39.53414229","10029"," "," ","","Genesee","Court"," ",""," ","10029 Genesee Court ","Lone Tree","80124","Douglas"
"973633","-104.90262992","39.53415213","10030"," "," ","","Genesee","Court"," ",""," ","10030 Genesee Court ","Lone Tree","80124","Douglas"
"973634","-104.90354488","39.53411739","7452"," "," ","","Rattlesnake","Drive"," ",""," ","7452 Rattlesnake Drive ","Lone Tree","80124","Douglas"
"973635","-105.0178508","39.53456825","10051"," "," ","","Silver Maple","Road"," ",""," ","10051 Silver Maple Road ","Highlands Ranch","80129","Douglas"
"973636","-105.02914449","39.53468143","3582"," "," ","","Boardwalk","Circle"," ",""," ","3582 Boardwalk Circle ","Highlands Ranch","80129","Douglas"
"973637","-105.01999007","39.53463893","9917"," "," ","","Spring Hill","Lane"," ",""," ","9917 Spring Hill Lane ","Highlands Ranch","80129","Douglas"
"973638","-104.92271182","39.5342354","10054"," "," ","","Glenstone","Circle"," ",""," ","10054 Glenstone Circle ","Highlands Ranch","80130","Douglas"
