"820242","-104.90452748","39.63995013","7250","","East","","Eastmoor","Drive","","","","7250 East Eastmoor Drive","","","Denver"
"820243","-105.05186329","39.775175","4320","","North","","Zenobia","Street","","","","4320 North Zenobia Street","","","Denver"
"820244","-104.92833113","39.74300171","1658","","North","","Fairfax","Street","","","","1658 North Fairfax Street","","","Denver"
"820245","-105.0115718","39.77429359","4201","","North","","Tejon","Street","","","","4201 North Tejon Street","","","Denver"
"820246","-105.06959323","39.61800239","5365","","South","","Marshall","Street","","","","5365 South Marshall Street","","","Denver"
"820247","-104.96314024","39.66859613","2645","","South","","Vine","Street","","","","2645 South Vine Street","","","Denver"
"820248","-104.92026049","39.76128415","3065","","North","","Ivy","Street","","","","3065 North Ivy Street","","","Denver"
"820249","-104.91245865","39.62729278","4725","","South","","Monaco","Street","","Ste","205","4725 South Monaco Street Ste 205","","","Denver"
"820250","-104.97963877","39.68358726","1825","","South","","Washington","Street","","","","1825 South Washington Street","","","Denver"
"820251","-104.96982914","39.73573709","1231","","North","","Humboldt","Street","","","","1231 North Humboldt Street","","","Denver"
"820252","-105.03935698","39.70776445","512","","South","","Perry","Street","","","","512 South Perry Street","","","Denver"
"820253","-104.89561834","39.75660855","7985","","East","","28Th","Avenue","","","","7985 East 28Th Avenue","","","Denver"
"820254","-104.83923807","39.78500728","12946","","East","","Andrews","Drive","","","","12946 East Andrews Drive","","","Denver"
"820255","-104.97847138","39.69246045","1313","","South","","Clarkson","Street","","Ste","2","1313 South Clarkson Street Ste 2","","","Denver"
"820256","-104.98018242","39.7493147","305","","","","Park","Avenue","West","#","115","305 Park Avenue West # 115","","","Denver"
"820257","-104.95100091","39.78671867","4965","","North","","Saint Paul","Street","","","","4965 North Saint Paul Street","","","Denver"
"820258","-104.98290174","39.74370988","303","","East","","17Th","Avenue","","Ste","500","303 East 17Th Avenue Ste 500","","","Denver"
"820259","-104.95713464","39.76497163","3414","","North","","Columbine","Street","","","","3414 North Columbine Street","","","Denver"
"820260","-104.96312107","39.73738129","1330","","North","","Race","Street","","Unit","104","1330 North Race Street Unit 104","","","Denver"
