"617970","-107.95216346","38.75304418","6814"," "," ","","2200","Road"," ",""," ","6814 2200 Road ","Delta","","Delta"
"617971","-107.95080259","38.75209657","6736"," "," ","","2200","Road"," "," "," ","6736 2200 Road ","Delta","","Delta"
"617972","-107.9407972","38.92203242","22690"," "," ","","Sweet Clover","Road"," ",""," ","22690 Sweet Clover Road ","Cedaredge","","Delta"
"617973","-107.96356797","38.7498679","21330"," "," ","","H","Road"," ",""," ","21330 H Road ","Delta","","Delta"
"617974","-107.96629903","38.75451059","21326"," "," ","","H","Road"," ",""," ","21326 H Road ","Delta","","Delta"
"617975","-107.96463949","38.75447199","21336"," "," ","","H","Road"," "," "," ","21336 H Road ","Delta","","Delta"
"617976","-107.96389497","38.7544384","21338"," "," ","","H","Road"," ",""," ","21338 H Road ","Delta","","Delta"
"617977","-107.9641315","38.75502235","21404"," "," ","","H","Road"," "," "," ","21404 H Road ","Delta","","Delta"
"617978","-107.95291938","38.89452601","21927"," "," ","","Quiet Corner","Road"," "," "," ","21927 Quiet Corner Road ","Cedaredge","","Delta"
"617980","-107.95339024","38.89083989","21994"," "," ","","Quiet Corner","Road"," "," "," ","21994 Quiet Corner Road ","Cedaredge","","Delta"
"617981","-107.9481062","38.89487233","16625"," "," ","","Happy Hollow","Road"," ",""," ","16625 Happy Hollow Road ","Cedaredge","","Delta"
"617982","-107.58518732","38.90417109","17312"," "," ","","Farmers Mine","Road"," "," "," ","17312 Farmers Mine Road ","Paonia","","Delta"
"617983","-107.95992968","38.89855383","16848"," "," ","","Bull Mesa","Road"," "," "," ","16848 Bull Mesa Road ","Cedaredge","","Delta"
"617984","-107.96359348","38.89902407","16835"," "," ","","Bull Mesa","Road"," ",""," ","16835 Bull Mesa Road ","Cedaredge","","Delta"
"617985","-107.97168511","38.76531685","7687"," "," ","","2100","Road"," ",""," ","7687 2100 Road ","Delta","","Delta"
"617986","-107.96077959","38.89805864","16808"," "," ","","Bull Mesa","Road"," "," "," ","16808 Bull Mesa Road ","Cedaredge","","Delta"
"617987","-107.96001549","38.8973019","16750"," "," ","","Bull Mesa","Road"," ",""," ","16750 Bull Mesa Road ","Cedaredge","","Delta"
"617988","-107.96084762","38.89738941","16754"," "," ","","Bull Mesa","Road"," "," "," ","16754 Bull Mesa Road ","Cedaredge","","Delta"
"617989","-107.96184753","38.89298831","16569"," "," ","","Bull Mesa","Road"," "," "," ","16569 Bull Mesa Road ","Cedaredge","","Delta"
"617990","-107.96197862","38.89155816","16493"," "," ","","Bull Mesa","Road"," ",""," ","16493 Bull Mesa Road ","Cedaredge","","Delta"
"617991","-107.78127605","38.77907732","31015"," "," ","","Apple","Street"," "," "," ","31015 Apple Street ","Hotchkiss","","Delta"
"617992","-107.78250138","38.77926918","30969"," "," ","","Apple","Street"," "," "," ","30969 Apple Street ","Hotchkiss","","Delta"
"617993","-107.96900043","38.73617169","5653"," "," ","","Paradise","Road"," "," "," ","5653 Paradise Road ","Delta","","Delta"
"617994","-107.9860378","38.70560395","3532"," "," ","","2000","Road"," ",""," ","3532 2000 Road ","Delta","","Delta"
"617995","-107.99173002","38.70522228","3543"," "," ","","2000","Road"," ",""," ","3543 2000 Road ","Delta","","Delta"
"617996","-107.96478991","38.94993791","21186"," "," ","","Uintah","Road"," ",""," ","21186 Uintah Road ","Cedaredge","","Delta"
"617997","-107.96719217","38.95135193","21142"," "," ","","Uintah","Road"," "," "," ","21142 Uintah Road ","Cedaredge","","Delta"
"617998","-108.13154255","38.71237313","3945"," "," ","","Sundown","Road"," "," "," ","3945 Sundown Road ","Delta","","Delta"
"617999","-107.50115979","38.98368422","22219"," "," ","","Bear Creek","Road"," ",""," ","22219 Bear Creek Road ","Paonia","","Delta"
"618000","-107.50378051","39.00719676","23513"," "," ","","Bear Creek","Road"," ",""," ","23513 Bear Creek Road ","Paonia","","Delta"
"618001","-107.50803923","39.01866459","23905"," "," ","","Bear Creek","Road"," ",""," ","23905 Bear Creek Road ","Paonia","","Delta"
"618002","-107.50682993","39.02312135","24861"," "," ","","Bear Creek","Road"," ",""," ","24861 Bear Creek Road ","Paonia","","Delta"
"618003","-107.50937173","39.0279638","25659"," "," ","","Bear Creek","Road"," ",""," ","25659 Bear Creek Road ","Paonia","","Delta"
"618004","-107.90014957","38.99097553","24746"," "," ","","Horse Creek","Road"," ",""," ","24746 Horse Creek Road ","Cedaredge","","Delta"
"618005","-108.06770815","38.77461943","831"," "," ","","1575","Road"," "," "," ","831 1575 Road ","Delta","","Delta"
