"1416293","-107.651549","37.21381572","368",""," ","","Dana","Drive","",""," ","368 Dana Drive ","","","La Plata"
"1416294","-107.5047915","37.21783489","1030",""," ","Cr","525"," ","",""," ","1030 Cr 525 ","","","La Plata"
"1416295","-107.79401576","37.21228816","172",""," ","Cr","221"," ","",""," ","172 Cr 221 ","","","La Plata"
"1416296","-107.75314733","37.21284695","1455",""," ","Cr","222"," ","",""," ","1455 Cr 222 ","","","La Plata"
"1416297","-107.56390435","37.21559141","6710",""," ","Cr","523"," ","",""," ","6710 Cr 523 ","","","La Plata"
"1416298","-107.56851446","37.21572475","6716",""," ","Cr","523"," ","",""," ","6716 Cr 523 ","","","La Plata"
"1416299","-107.59154504","37.21519463","8327",""," ","Cr","521"," ","",""," ","8327 Cr 521 ","","","La Plata"
"1416300","-107.58838687","37.21540675","8508",""," ","Cr","521"," ","",""," ","8508 Cr 521 ","","","La Plata"
"1416301","-107.82313035","37.2109382","277",""," ","Cr","301"," ","",""," ","277 Cr 301 ","","","La Plata"
"1416302","-107.60522347","37.21527723","5745",""," ","Cr","516"," ","",""," ","5745 Cr 516 ","","","La Plata"
"1416303","-107.74893084","37.21257472","1528",""," ","Cr","222"," ","",""," ","1528 Cr 222 ","","","La Plata"
"1416304","-107.83278608","37.2124804","704",""," ","Cr","220"," ","",""," ","704 Cr 220 ","","","La Plata"
"1416305","-107.56380835","37.21616955","6718",""," ","Cr","523"," ","",""," ","6718 Cr 523 ","","","La Plata"
"1416306","-107.81083315","37.21243005","1948",""," ","Cr","220"," ","",""," ","1948 Cr 220 ","","","La Plata"
"1416307","-107.80204711","37.21135273","2418",""," ","Cr","220"," ","",""," ","2418 Cr 220 ","","","La Plata"
"1416308","-107.57594551","37.21670326","200",""," ","Cr","526"," ","",""," ","200 Cr 526 ","","","La Plata"
"1416309","-107.81243695","37.21344219","1878",""," ","Cr","220"," ","",""," ","1878 Cr 220 ","","","La Plata"
"1416310","-107.61206759","37.21548795","4344",""," ","Cr","509"," ","",""," ","4344 Cr 509 ","","","La Plata"
"1416311","-107.83410026","37.21203746","706",""," ","Cr","220"," ","",""," ","706 Cr 220 ","","","La Plata"
"1416312","-107.5882362","37.21637557","8828",""," ","Cr","521"," ","",""," ","8828 Cr 521 ","","","La Plata"
"1416313","-107.7239935","37.21451085","1833",""," ","Cr","510"," ","",""," ","1833 Cr 510 ","","","La Plata"
"1416314","-107.85979041","37.21149195","11239",""," ","Cr","213"," ","",""," ","11239 Cr 213 ","","","La Plata"
"1416315","-107.81440423","37.21244355","1790",""," ","Cr","220"," ","",""," ","1790 Cr 220 ","","","La Plata"
"1416316","-107.75093097","37.21323896","1526",""," ","Cr","222"," ","",""," ","1526 Cr 222 ","","","La Plata"
"1416317","-107.82314928","37.2115487","177",""," ","Cr","301"," ","",""," ","177 Cr 301 ","","","La Plata"
"1416318","-107.79889499","37.21324404","2680",""," ","Cr","220"," ","",""," ","2680 Cr 220 ","","","La Plata"
"1416319","-107.8030937","37.21270112","2360",""," ","Cr","220"," ","",""," ","2360 Cr 220 ","","","La Plata"
"1416320","-107.54894422","37.2157998","5826",""," ","Cr","523"," ","",""," ","5826 Cr 523 ","","","La Plata"
"1416321","-107.85944859","37.2119524","11325",""," ","Cr","213"," ","",""," ","11325 Cr 213 ","","","La Plata"
"1416322","-107.786125","37.21348849","534",""," ","Cr","221"," ","",""," ","534 Cr 221 ","","","La Plata"
"1416323","-107.57800753","37.21739702","310",""," ","Cr","526"," ","",""," ","310 Cr 526 ","","","La Plata"
"1416324","-107.60497344","37.217018","5887",""," ","Cr","516"," ","",""," ","5887 Cr 516 ","","","La Plata"
"1416325","-107.58953416","37.21786727","8780",""," ","Cr","521"," ","",""," ","8780 Cr 521 ","","","La Plata"
"1416326","-107.85622271","37.21253381","13072",""," ","Cr","213"," ","",""," ","13072 Cr 213 ","","","La Plata"
"1416327","-107.85926781","37.21261577","11327",""," ","Cr","213"," ","",""," ","11327 Cr 213 ","","","La Plata"
"1416328","-107.8001722","37.21285991","2676",""," ","Cr","220"," ","",""," ","2676 Cr 220 ","","","La Plata"
"1416329","-107.79791293","37.21348184","2672",""," ","Cr","220"," ","",""," ","2672 Cr 220 ","","","La Plata"
"1416330","-107.753725","37.21452413","1405",""," ","Cr","222"," ","",""," ","1405 Cr 222 ","","","La Plata"
