520053,013-004800-071307,NULL,-105.16907424,40.06295527,4800,NULL, ,NULL,Cambridge, ,NULL, , ,4800 Cambridge , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CBC37C81CD24A5AC0F02C19EB0E084440
520054,013-000525-071308,NULL,-105.26540340,39.99870696,525,NULL, ,NULL,22Nd, ,NULL, , ,525 22Nd ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C10AA885EFC505AC078553AA1D5FF4340
520055,013-003800-071309,NULL,-105.24506787,40.01932567,3800,NULL, ,NULL,Walnut, ,NULL, , ,3800 Walnut ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C6C5E2031AF4F5AC0102A764379024440
520056,013-000000-071310,NULL,-105.28445090,40.01909225, ,NULL, ,NULL,St &,Street,NULL, , , St & Street ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CF0D5867134525AC0783C609D71024440
520057,013-002955-071311,NULL,-105.26015186,40.02840361,2955,NULL, ,NULL,Shady,,NULL, , ,2955 Shady ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C40BFFD53A6505AC0F89BC8BAA2034440
520058,013-000949-071312,NULL,-105.28248568,40.01662848,949,NULL, ,NULL,Walnut, ,NULL, , ,949 Walnut ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CA8EDCB3E14525AC068BECAE120024440
520059,013-001100-071313,NULL,-105.28725368,40.00782597,1100,NULL, ,NULL,6Th, ,NULL, , ,1100 6Th ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C5C50425D62525AC0D003F67000014440
520060,013-001528-071314,NULL,-105.23827158,40.01306737,1528,NULL, ,NULL,Harrison, ,NULL, , ,1528 Harrison ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C641073D73F4F5AC0C8FC1331AC014440
520061,013-000540-071315,NULL,-105.28962892,40.03865813,540,NULL, ,NULL,Kalmia, ,NULL, , ,540 Kalmia ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CECEABD4789525AC01855EABFF2044440
520062,013-005116-071316,NULL,-105.19928066,40.06588186,5116,NULL, ,NULL,Williams,Trail,NULL, ,209,5116 Williams Trail 209, ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C9422A803C14C5AC008E716D16E084440
520063,013-004430-071317,NULL,-105.24347838,39.97542556,4430,NULL, ,NULL,Ludlow, ,NULL, , ,4430 Ludlow ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE09F5426954F5AC04062AEBEDAFC4340
520064,013-000787-071318,NULL,-105.26026879,39.98220736,787,NULL, ,NULL,Ithaca, ,NULL, , ,787 Ithaca ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C084E6D3EA8505AC0D86582F8B8FD4340
520065,013-000804-071319,NULL,-105.28191916,39.99537247,804,NULL, ,NULL,Chautauqua, ,NULL, , ,804 Chautauqua ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C90DBA5F60A525AC090676E5D68FF4340
520066,013-004283-071320,NULL,-105.25250901,40.05178710,4283,NULL, ,NULL,Peach, ,NULL, , ,4283 Peach , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE89A871B29505AC068D6A5F5A0064440
520067,013-000810-071321,NULL,-105.24714635,40.00217879,810,NULL, ,NULL,36Th, ,NULL, , ,810 36Th ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C346CE93ED14F5AC008570A6547004440
520068,013-001726-071322,NULL,-105.27374773,40.02212881,1726,NULL, ,NULL,Mapleton, ,NULL, , ,1726 Mapleton ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C10ED321585515AC0B85CF41DD5024440
520069,013-001280-071323,NULL,-105.23710248,39.97599524,1280,NULL, ,NULL,Chambers, ,NULL, , ,1280 Chambers ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C24A5E5AF2C4F5AC048477869EDFC4340
520070,013-000285-071324,NULL,-105.24488333,39.98879199,285,NULL, ,NULL,S, ,NULL, , ,285 S ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C5C201D2BAC4F5AC0E88061BC90FE4340
520071,013-003930-071325,NULL,-105.25297313,40.04619135,3930,NULL, ,NULL,Arbol, ,NULL, , ,3930 Arbol , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CF8523AB630505AC0985C1A99E9054440
520072,013-004655-071326,NULL,-105.16729452,40.05975181,4655,NULL, ,NULL,Hampshire, ,NULL, , ,4655 Hampshire , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C6C4516F4B44A5AC0E0E982F2A5074440
520073,013-002037-071327,NULL,-105.26862477,40.01949219,2037,NULL, ,NULL,Walnut, ,NULL, , ,2037 Walnut ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C6CCEF62531515AC0F04957B87E024440
520074,013-004860-071328,NULL,-105.29121082,40.06312667,4860,NULL, ,NULL,4Th, ,NULL, , ,4860 4Th ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CAC41B832A3525AC0E893E38814084440
520075,013-001550-071329,NULL,-105.27807353,40.04106014,1550,NULL, ,NULL,Linden, ,NULL, , ,1550 Linden ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C2C29E9F4CB515AC0D0CA647541054440
520076,013-004730-071330,NULL,-105.23665064,40.00754309,4730,NULL, ,NULL,Hancock, ,NULL, , ,4730 Hancock ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C24D8B948254F5AC078DF0C2CF7004440
520077,013-002005-071331,NULL,-105.26550852,39.98370466,2005,NULL, ,NULL,Table, ,NULL, , ,2005 Table ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C04C67517FE505AC00041CE08EAFD4340
520078,013-000827-071332,NULL,-105.28514319,40.01937179,827,NULL, ,NULL,Pine, ,NULL, , ,827 Pine ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C88EE38C93F525AC0B0D053C67A024440
520079,013-005068-071333,NULL,-105.19119687,40.06710740,5068,NULL, ,NULL,Cottonwood, ,NULL, , ,5068 Cottonwood , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C384ED1913C4C5AC03003AAF996084440
520080,013-004348-071334,NULL,-105.24627498,40.06018130,4348,NULL, ,NULL,Pleasant,Road,NULL, , ,4348 Pleasant Road , ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CB47325F8C24F5AC060AA5505B4074440
520081,013-001337-071335,NULL,-105.27865664,40.02702409,1337,NULL, ,NULL,Balsam, ,NULL, , ,1337 Balsam ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE01FAC82D5515AC090607F8675034440
520082,013-003046-071336,NULL,-105.24129695,40.02962668,3046,NULL, ,NULL,Fulton, ,NULL, , ,3046 Fulton ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD84AC468714F5AC00095A5CECA034440
520083,013-005116-071337,NULL,-105.19936641,40.06588208,5116,NULL, ,NULL,Williams,Trail,NULL, ,213,5116 Williams Trail 213, ,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C187F516BC24C5AC058F0F7D26E084440
520084,013-005200-071338,NULL,-105.23463684,40.02575673,5200,NULL, ,NULL,Pearl, ,NULL, , ,5200 Pearl ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C447C3B4A044F5AC048801CFF4B034440
520085,013-002250-071339,NULL,-105.26693118,40.05116961,2250,NULL, ,NULL,Spotswood, ,NULL, , ,2250 Spotswood ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C9C05836615515AC06874C8B98C064440
520086,013-000000-071340,NULL,-105.29162128,40.03593470, ,NULL, ,NULL,St, ,NULL, , , St ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CB81A4DECA9525AC0500E148299044440
520087,013-000437-071341,NULL,-105.28986305,40.01605555,437,NULL, ,NULL,Pearl, ,NULL, , ,437 Pearl ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CC862C51D8D525AC0E858AC1B0E024440
520088,013-001965-071342,NULL,-105.22141732,40.02080435,1965,NULL, ,NULL,57Th, ,NULL, , ,1965 57Th ,Boulder,80301,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C405691B32B4E5AC0E8B17EB7A9024440
520089,013-002021-071343,NULL,-105.26888293,40.01943643,2021,NULL, ,NULL,Walnut, ,NULL, , ,2021 Walnut ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C1CD9C16035515AC048E59BE47C024440
520090,013-001550-071344,NULL,-105.23079767,40.01373967,1550,NULL, ,NULL,Eisenhower,Drive,NULL, , ,1550 Eisenhower Drive ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE44E9963C54E5AC0B081B238C2014440
520091,013-001990-071345,NULL,-105.25737127,39.96586253,1990,NULL, ,NULL,Tincup, ,NULL, , ,1990 Tincup ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CDC0A5BC578505AC098182162A1FB4340
520092,013-000525-071346,NULL,-105.24295867,39.98527420,525,NULL, ,NULL,S, ,NULL, , ,525 S ,Boulder,80305,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010C7C7B85A28C4F5AC0A0DA02771DFE4340
520093,013-004628-071347,NULL,-105.23610202,40.01347455,4628,NULL, ,NULL,Macarthur, ,NULL, , ,4628 Macarthur ,Boulder,80303,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CB8ADA64B1C4F5AC09015BC88B9014440
520094,013-000780-071348,NULL,-105.28616716,40.05204567,780,NULL, ,NULL,Utica, ,NULL, , ,780 Utica ,Boulder,80304,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CE858109050525AC0F86BBB6EA9064440
520095,013-001069-071349,NULL,-105.28143451,40.00651046,1069,NULL, ,NULL,Lincoln, ,NULL, , ,1069 Lincoln ,Boulder,80302,NULL,NULL,2019-04-25 00:00:00.0000000,ACTIVE,NO CHANGE,Boulder,0xAD100000010CD8F4E10503525AC0D8F2AB55D5004440
