"1420187","-107.63149612","37.10792946","1175",""," ","","Shoshone","Avenue","",""," ","1175 Shoshone Avenue ","","","La Plata"
"1420188","-107.63147726","37.10814158","1169",""," ","","Shoshone","Avenue","",""," ","1169 Shoshone Avenue ","","","La Plata"
"1420189","-107.63153505","37.10834891","1155",""," ","","Shoshone","Avenue","",""," ","1155 Shoshone Avenue ","","","La Plata"
"1420190","-107.63148461","37.10855797","1131",""," ","","Shoshone","Avenue","",""," ","1131 Shoshone Avenue ","","","La Plata"
"1420191","-107.63151371","37.10875474","1115",""," ","","Shoshone","Avenue","",""," ","1115 Shoshone Avenue ","","","La Plata"
"1420192","-107.63147131","37.10896512","1111",""," ","","Shoshone","Avenue","",""," ","1111 Shoshone Avenue ","","","La Plata"
"1420193","-107.63148179","37.10918777","1087",""," ","","Shoshone","Avenue","",""," ","1087 Shoshone Avenue ","","","La Plata"
"1420194","-107.63148246","37.10940615","1071",""," ","","Shoshone","Avenue","",""," ","1071 Shoshone Avenue ","","","La Plata"
"1420195","-107.63148817","37.10960676","1045",""," ","","Shoshone","Avenue","",""," ","1045 Shoshone Avenue ","","","La Plata"
"1420196","-107.63298682","37.10970183","1001",""," ","","Williams","Avenue","",""," ","1001 Williams Avenue ","","","La Plata"
"1420197","-107.63148863","37.10981739","1033",""," ","","Shoshone","Avenue","",""," ","1033 Shoshone Avenue ","","","La Plata"
"1420198","-107.63150541","37.11001666","1017",""," ","","Shoshone","Avenue","",""," ","1017 Shoshone Avenue ","","","La Plata"
"1420199","-108.15303142","37.09946672","725",""," ","Cr","101"," ","",""," ","725 Cr 101 ","","","La Plata"
"1420200","-107.63148654","37.11022878","987",""," ","","Shoshone","Avenue","",""," ","987 Shoshone Avenue ","","","La Plata"
"1420201","-107.6314853","37.11048459","985",""," ","","Shoshone","Avenue","",""," ","985 Shoshone Avenue ","","","La Plata"
"1420202","-107.63153664","37.11069428","981",""," ","","Shoshone","Avenue","",""," ","981 Shoshone Avenue ","","","La Plata"
"1420203","-107.63163552","37.11111066","978",""," ","","Shoshone","Avenue","",""," ","978 Shoshone Avenue ","","","La Plata"
"1420204","-107.63242303","37.11110654","955 ","1/2"," ","","Shoshone","Avenue","",""," ","955 1/2 Shoshone Avenue ","","","La Plata"
"1420205","-107.63223556","37.11116552","955",""," ","","Shoshone","Avenue","",""," ","955 Shoshone Avenue ","","","La Plata"
"1420206","-107.63167363","37.11131424","946",""," ","","Shoshone","Avenue","",""," ","946 Shoshone Avenue ","","","La Plata"
"1420207","-107.63225636","37.11130639","935",""," ","","Shoshone","Avenue","",""," ","935 Shoshone Avenue ","","","La Plata"
"1420208","-107.63225751","37.11147424","925",""," ","","Shoshone","Avenue","",""," ","925 Shoshone Avenue ","","","La Plata"
"1420209","-107.63168489","37.11154929","922",""," ","","Shoshone","Avenue","",""," ","922 Shoshone Avenue ","","","La Plata"
"1420210","-107.63222339","37.11162947","915",""," ","","Shoshone","Avenue","",""," ","915 Shoshone Avenue ","","","La Plata"
"1420211","-107.63166084","37.11177242","908",""," ","","Shoshone","Avenue","",""," ","908 Shoshone Avenue ","","","La Plata"
"1420212","-107.63166698","37.11197022","874",""," ","","Shoshone","Avenue","",""," ","874 Shoshone Avenue ","","","La Plata"
"1420213","-107.63226425","37.1121721","885",""," ","","Shoshone","Avenue","",""," ","885 Shoshone Avenue ","","","La Plata"
"1420214","-107.63166395","37.11218314","858",""," ","","Shoshone","Avenue","",""," ","858 Shoshone Avenue ","","","La Plata"
